area_id,spatial_validation_zone,target_visual_v2
8990bcdb-4f6f-45a1-a206-d8e0dca436f4,south_calabria,0
8afdfe88-df3a-4cf3-a620-0d88824cad1a,north_calabria,1
8d910ba5-2704-451f-ac69-ae436abe4552,central_calabria,1
8dd720ca-7ef2-4a42-a907-9e50e3a89b78,north_calabria,1
8de06204-8f30-43c0-8288-3245cb515c58,central_calabria,1
8e7518fc-9c42-4ea5-9c23-753ab43da34d,north_calabria,1
8f4f4186-b95a-4b02-b877-169bed0d37eb,south_calabria,1
8fa153fe-f2c9-4636-91d8-e695b8b2ce5e,north_calabria,1
8fcad545-f67c-4444-868f-222152578be1,north_calabria,0
91559072-f10a-4fb0-a920-35da4cb5cbe3,north_calabria,1
93885e13-ec14-44b5-bdae-9390be5f4219,north_calabria,1
957e4b55-0826-41e9-85d2-a9c01aa7e40e,north_calabria,1
9586c79a-3114-4af5-b599-ef0046f945b2,central_calabria,1
95fb236b-d4fc-4957-a784-958617f071bb,central_calabria,1
962f5054-7f10-4775-9bbb-b6cb21d8cd66,central_calabria,1
9695e0c3-7854-48f0-b91b-de4170c89121,north_calabria,1
96969f64-f510-4f61-be7b-02fd48ec8f62,south_calabria,0
96b2c730-6a7f-462f-901a-6193f23d6dd3,south_calabria,1
96c7776e-f064-427f-9235-64aad9297372,north_calabria,1
96e7867e-b736-4eb0-ab3b-2c940d9f915e,north_calabria,0
979178c7-02ee-47cf-a7d6-209464f6e28c,north_calabria,1
987eb6e5-f160-43eb-a2de-42c1cc49c979,central_calabria,1
99244ff7-3f7a-453f-a95c-cfc3642d8512,north_calabria,1
9973e792-6cfb-4fc4-ae5b-77ed77e28a23,north_calabria,1
9a08f338-717e-4938-bcbf-972731607099,north_calabria,1
9a532a00-2a28-42ae-8848-fd05412e9800,south_calabria,1
9a9db2db-6424-43d2-8505-3cc1848e2f93,north_calabria,1
9b08ca1f-9ff0-4317-9d8f-d81da5dbf94e,central_calabria,0
9c7a7513-57ee-475c-8dfe-8d191346776e,north_calabria,1
9cc9f9c8-580c-4d62-815a-52c317f78356,north_calabria,1
9d875ecc-a441-4815-b201-adcc0b09c4de,central_calabria,0
9d971bf2-95a7-4301-976f-8f2e82c68255,central_calabria,1
9e64ceeb-8a77-4d98-b02f-62e4ed18d5bb,south_calabria,0
9f2bd7ed-ff83-47ac-bfe8-d6ee9881caf9,north_calabria,1
9f52ef20-43a0-4317-8261-106c60401b46,north_calabria,1
9f631d74-d0b1-46f3-9263-cfaeef2a39d9,north_calabria,1
9f80206c-2d6c-4c7c-8617-04b871e9d633,north_calabria,0
9fa83047-2f86-4b8c-8783-d1c70254335f,north_calabria,1
a1224f1a-2282-414e-ad9c-0e196da6ed65,north_calabria,1
a12b9fb2-3d04-477b-a3c2-472a96fee8d0,central_calabria,1
a131c4aa-d996-4566-900b-2010212c1534,north_calabria,1
a28481aa-6f9e-498e-92e3-1f6f0402f8c6,central_calabria,1
a29a8a51-5e67-429c-b788-179ef6e8621d,north_calabria,1
a31d6ff4-7b78-4d7c-b2a4-7ade7c149a95,central_calabria,0
a32fa40f-1ea0-4454-940c-f0dd8d1d6c39,north_calabria,1
a539464f-adf6-4b3c-9c02-badd36600851,central_calabria,1
a6ffe262-54f7-4081-a546-94eb1c5ba27c,central_calabria,1
a71f3906-d07f-4b34-bca5-4eb5fd61256c,south_calabria,1
a72b1053-9fe7-4ef1-b39d-cbc70448fe9b,north_calabria,1
a849ac36-6d69-4b73-b8be-c50efdef9637,central_calabria,1
a8f35e4c-f66e-4b7f-85a5-717cef058ee5,north_calabria,1
a94547ee-1f33-4fb7-844b-410d7eaa72ef,north_calabria,0
aa40a674-2e73-4f9e-a95a-a33774a44093,north_calabria,1
aa69dc98-9130-4971-ae9b-91fb5718e3dc,north_calabria,0
aa873def-de9a-4c48-9bd9-dbcc64c3d434,north_calabria,1
aa973cbf-933d-4f92-a0bd-556eb41274b5,south_calabria,0
aafefe00-0ac4-45e8-9968-f0ff9448e0f2,north_calabria,1
ab616ee7-1423-470e-8ec2-0e6096518011,north_calabria,1
ab8b74f1-aa18-422a-827d-44eefd01b2e8,central_calabria,1
acf6f595-5139-4b76-ab28-b5a864e0f41f,north_calabria,1
acff0d3f-94b2-4f7d-a01f-7365a0d9c2ba,south_calabria,1
ad4c6519-5da8-4b7b-a7c4-f54463229092,north_calabria,1
afdc270f-1f2f-4cd2-9bf9-ef5d6356b109,north_calabria,0
aff9b927-4df9-4db5-a7d8-204282dc0442,north_calabria,0
b0bef4b1-59ae-41f4-8662-8aee92560c24,central_calabria,1
b0e1c106-ec2e-416f-a65b-08a4124a0769,north_calabria,1
b100b4af-3cd4-4281-8e00-23836e4bb0c2,central_calabria,1
b1789587-5b2f-4183-8766-1ff749d9f4e0,north_calabria,1
b26a3a0b-2742-45b7-8cf7-94457d227e98,north_calabria,1
b2c8612f-91d2-46fc-9074-133c2c48c499,north_calabria,1
b34c8637-c05a-4874-b100-e5678bfa61fc,north_calabria,1
b403791c-f415-4f93-a283-4a42348cc884,central_calabria,1
b429426c-78e9-4195-8107-28ac93dc95ef,north_calabria,0
b4ebfa59-660d-41d9-b44d-8f35d353c8c4,south_calabria,1
b5384a2e-fe82-4fcf-a7df-032c096860ee,north_calabria,0
b562c8ba-78e2-4961-94f2-ba1751235f26,south_calabria,0
b59afa5f-8122-4850-87a0-7e123a951688,north_calabria,0
b610ec08-6416-4812-9e6b-1fbb2b84b6e3,north_calabria,1
b62a8fc4-17bc-4b90-abe6-975e87963dc6,north_calabria,1
b63e283a-af95-43c2-9658-00391011628d,north_calabria,1
b76c53ef-8cba-4f1d-b58e-9f9cfe600ae0,north_calabria,1
b8d127d2-b0e8-4647-974a-043fb45bd0bb,north_calabria,0
b9283d12-368c-4cfd-9d70-ad09219dccff,central_calabria,1
b95ca791-e41f-48c7-be35-7a3fcd83a366,north_calabria,1
ba24e946-3224-458f-bfcc-73c50116aff7,north_calabria,1
ba491d00-0443-433e-9794-47c5a2d9b298,north_calabria,1
bac558ba-1b7b-45b8-8b7c-051aa1b8d731,south_calabria,1
bae68644-7473-4023-a420-1087d388429a,central_calabria,1
bb47584f-0e12-4ef7-a19b-4d232e72b7e9,north_calabria,0
bc39d7aa-5747-447a-95d0-39dca5b36829,north_calabria,1
bc3c4e4c-5bd4-4752-9499-cef599ca7fc3,north_calabria,1
bcc12f4c-190e-4aae-a69a-007cc8c3f423,north_calabria,1
bd84daa4-bb3c-4a5e-9182-1f14224b9e30,north_calabria,1
be4b9101-295d-4067-a7fa-c376e4967524,north_calabria,1
bef24b6d-8fca-4974-b35c-a6fb15e0ee02,north_calabria,1
bf430b5f-dec6-4c64-a93e-a3f994f67a19,north_calabria,1
bfdd5d20-8bdc-42ad-8dde-ffb9800c4852,north_calabria,1
c05b1454-43e1-4df2-b82a-8333613732d9,north_calabria,0
c10a885b-8af8-4f83-8593-7b96b5841ffd,north_calabria,1
c25e2445-db4b-415e-9d06-9651e5511705,north_calabria,1
c3c90121-6715-42c6-90f0-991cef731f26,north_calabria,0
c6773848-af01-47ee-89f2-5aea394ef2df,north_calabria,1
c72941a3-dc5f-4bd2-b83c-821ad895b90d,north_calabria,1
c7ca7365-b7b5-4244-b8d6-eef45842dee4,north_calabria,0
c8004074-d794-4937-8a51-7d4df78c55be,south_calabria,1
c821c208-d055-4990-b43e-a02a7e7c95b3,north_calabria,1
c880448d-4946-4792-8f22-15bdc72d4224,north_calabria,1
c89ce338-60b3-40e1-a14d-f118aa9b949c,north_calabria,1
cae37c5a-d739-4056-b566-9d4c0dfbab92,central_calabria,1
cb098c94-9e0c-4efd-9fdf-e072bdbf799e,central_calabria,1
cb652ebb-5e9f-42f9-a97a-5956ec2cab7c,central_calabria,1
cca25d56-750b-475a-833d-a8be0d425c2a,north_calabria,1
cd3ec7df-fced-4dfb-ad06-094c65770782,north_calabria,1
cd7618b2-e0c3-4e36-84d0-bab75b172a09,north_calabria,0
ce1d4a2a-5f31-4ac0-a2b6-91a606ddd2b1,north_calabria,1
ce3b116f-a84a-43d0-8b26-6986d001c4a6,north_calabria,1
ce62d29c-d19f-49ca-a69b-bf8375300ab8,central_calabria,1
ce6fc4d0-9e9f-4e49-bd11-35d27b7892fe,central_calabria,1
d00f4b52-dd1a-4a88-ab34-433baf10e6bc,north_calabria,1
d04fc3d9-e103-48e5-ac84-acb37ff7e23b,central_calabria,1
d07199dd-43a6-4336-8eb9-156d48417701,north_calabria,1
d11166b9-8885-4dfe-a3a6-f12852fe41ba,north_calabria,0
d11b74c7-0707-4609-9e17-5370835a8434,central_calabria,1
d194620e-7f10-4163-b055-c5861c64427c,north_calabria,1
d213ebef-79cd-4c88-89d8-09276018d836,central_calabria,0
d2383140-0843-4e07-b70c-f4accc9159a7,north_calabria,0
d23e6bcd-12be-4847-ae22-835bacf10787,north_calabria,1
d2f24500-65cd-42f0-80a5-c2ea866bd9de,south_calabria,1
d3477389-7d24-4796-ac3c-0deba52b5dd1,north_calabria,1
d4a2bba7-2777-47df-8d2c-5cf093093e9e,north_calabria,1
d50cdff3-1ac0-46ba-a31f-b45eca251ed2,north_calabria,1
d580fabe-7af8-4733-bda7-a855966d163e,north_calabria,0
d640aa56-1b42-4a72-9335-7b5b23c6cf82,north_calabria,1
d66eb470-eaee-45a7-b109-29fdfd333c61,north_calabria,1
d67caef6-700f-4655-93fc-85bdcf49694a,north_calabria,1
d6996345-a922-452a-9c41-636c696864e0,north_calabria,1
d6fb84e3-b184-4417-b140-23637d276e71,north_calabria,1
d7d5c207-c390-4ca1-a593-8896d60af80d,north_calabria,1
d94001e3-f949-4b70-b12f-8250fae9236d,north_calabria,1
d96ed53d-8b4b-45b3-b436-9ab24b3bcb29,north_calabria,1
da355dd0-92ed-4741-9339-8cfa06920199,central_calabria,0
dc0ee0db-fbd2-4f3f-9f44-eb7e9e635af2,north_calabria,1
dc930272-b3e9-4d3b-8cf5-8d8b471de1bb,north_calabria,1
dd59b1a1-96b9-424a-9f3d-48d56dd4fb7e,south_calabria,1
de47aae7-2161-485e-b5f8-244d040e6bf5,north_calabria,1
df2611ec-8650-4051-9b7e-f345a5cf8b09,central_calabria,1
dfa634d7-439a-4b2b-8f40-681bbeb3e8b2,central_calabria,1
e0c72bc8-feef-4e3f-83db-74909b340a55,north_calabria,1
e0e94705-5261-4a27-a95b-458eb087231d,south_calabria,1
e219b958-05d2-498a-850a-3f055f1f3c57,north_calabria,0
e383adfd-6a9f-4360-a0ea-c40669b68b8c,north_calabria,1
e385fb32-0936-4167-a3c0-34158f90c289,north_calabria,1
e46727bc-af30-4386-a1b3-722be9bd7972,north_calabria,1
e5d216dc-f861-4914-b410-6918a6e5d0f7,south_calabria,0
e61f659a-e5e0-4c12-b9d3-44626980afe7,south_calabria,0
e7602f95-abd5-4c86-8585-8c221da829be,central_calabria,1
e7cf290a-c0a9-4445-a655-beaf8c58141f,north_calabria,1
e81d287e-8b06-4782-91ac-9d7c74e701bc,central_calabria,1
ea61c138-c377-444a-b669-c39d84e87350,central_calabria,1
eb6674e7-c655-48dd-b200-7f58d3ce2b9e,north_calabria,1
eb975401-cb68-420d-97ae-0c6174d7ca47,south_calabria,1
ecc27547-8ab6-4724-8b86-b877b3957f93,central_calabria,1
ecec9225-22ec-4738-b0f5-a8031439cee2,north_calabria,0
ee661ac0-e1b6-47d3-87ec-f86f7a6cc806,north_calabria,0
ee92ad4f-5c0a-4143-8a89-d881e09b6a55,south_calabria,1
ef1b2d1d-08ae-4d39-8e19-897bcc66e9bd,north_calabria,0
ef355117-1784-4646-8889-84be3f43b197,north_calabria,0
efc35763-b4fd-499f-8ede-a7a97c0abe44,north_calabria,1
f0389b55-898a-43ac-ad18-89d9c96b443e,north_calabria,1
f03ebfdd-7cf1-40d0-8f06-40a87fb7e37e,north_calabria,1
f0b7311b-9105-4887-b0a7-ea6782153bf1,north_calabria,1
f17f4011-1117-4400-bebc-d1e52e454c42,north_calabria,1
f2c013ae-0e7c-4c72-be43-6bf679a6466c,north_calabria,0
f2d9b38a-668a-45b5-ac3d-211789791177,north_calabria,1
f41427d4-2eec-4342-afda-f7b91abfecf6,central_calabria,1
f4a59980-311d-420c-8b0f-03cf981eef29,north_calabria,1
f547f146-4f35-4210-8586-3b2beaf81c91,north_calabria,1
f58490a2-7378-4d59-a9a4-bdb9fbb53799,south_calabria,1
f5b5b142-51cf-422c-be5d-bb1030b5104b,central_calabria,1
f5d86fe6-a377-4662-8f14-3bd8af2f89c7,north_calabria,1
f5e5405b-f597-49bc-b637-55a01e6ffb1c,north_calabria,1
f64a6be1-9f15-4d73-9312-68e5bdbdbaa3,north_calabria,1
f6c4d039-3988-45e6-9dc3-ac217589d3ad,north_calabria,1
f6fa973e-5556-4747-9eda-8d06b220a4c3,north_calabria,1
f73ebccc-8d45-4b85-9c05-0054797b49cf,north_calabria,1
f74340c1-e9c0-4ca8-bba7-23dc781ba445,north_calabria,0
f7d8cb46-3200-420a-bf30-a1d79e8cd8c1,north_calabria,1
f8f7c51a-bfa8-4451-ad86-2e563151aadd,south_calabria,1
f97be8f0-b9fd-4bea-8f5a-45f57bf2bc3e,central_calabria,0
f9c3a864-b06d-436a-bb5e-3c69a7f838b6,central_calabria,0
fa5d6b92-589f-481c-90a4-e9ead4701bf9,north_calabria,1
fa68a229-21b9-4fc5-b637-77d1bc914ba9,north_calabria,1
fb66c21b-51dd-4070-8a85-beb5ac43ee67,north_calabria,1
fbc95eca-e780-49e2-9135-a07bfe4a75a7,north_calabria,0
fbcbbe83-5fc0-4da4-8a51-dc723b489103,central_calabria,0
fc35308f-5965-4589-b9eb-df4515261f48,north_calabria,1
fc593a03-e948-466a-afb7-5dcbdfebba29,north_calabria,1
fca36657-c68b-4dcc-9f7b-7ade95d71b27,north_calabria,1
fd3319c8-a309-4069-8462-ee3042def336,north_calabria,1
fe45959a-5ccc-43cd-8250-128ab0bb32d5,north_calabria,1
fe6a8187-c57c-43bc-960d-c41ca547bde7,north_calabria,1
fe98d1d6-4510-4949-8ebf-5b9be631b077,north_calabria,1
ff24a594-7284-4fff-8911-b7ab9f68bfb0,north_calabria,1
ff29589f-3103-4277-b455-f478488dc77c,central_calabria,0
