population,feature,coefficient,mean_contribution,median_contribution,mean_absolute_contribution,intercept,population_n,mean_score,very_high_percent,training_mean_contribution,contribution_shift_vs_training,absolute_contribution_shift
south_calabria,bsi_stddev,1.8187351884986924,0.11462107346706464,-0.11622880627823931,1.6685851555195128,1.9277219787460185,10624,0.6526607073267003,38.75188253012048,4.375263151232144e-16,0.1146210734670642,0.1146210734670642
south_calabria,evi_stddev,-0.24938054213505823,-0.10597909011256326,-0.04653312052093839,0.24259010778053952,1.9277219787460185,10624,0.6526607073267003,38.75188253012048,1.4766513135408485e-16,-0.10597909011256341,0.10597909011256341
south_calabria,bsi_iqr,1.2312237797349315,0.06699208632238021,-0.10263058723951426,1.0962860039338098,1.9277219787460185,10624,0.6526607073267003,38.75188253012048,4.2877578882075013e-16,0.06699208632237978,0.06699208632237978
south_calabria,bsi_median,0.15814365557089705,-0.06656665547336445,-0.05793735274311322,0.15200204543894938,1.9277219787460185,10624,0.6526607073267003,38.75188253012048,1.367269734760045e-18,-0.06656665547336445,0.06656665547336445
south_calabria,compactness_raw,0.346166038825335,0.06502032314837697,0.03825319391006428,0.28578424975979505,1.9277219787460185,10624,0.6526607073267003,38.75188253012048,-3.172065784643304e-17,0.065020323148377,0.065020323148377
south_calabria,ndmi_stddev,-0.9381368950849343,-0.03944690219549094,0.07925586091744088,0.8857250899152426,1.9277219787460185,10624,0.6526607073267003,38.75188253012048,-3.93773683610893e-17,-0.0394469021954909,0.0394469021954909
south_calabria,log_n_observations,0.05571768113310122,-0.03637282978836633,-0.019634262147530064,0.039092728516877395,1.9277219787460185,10624,0.6526607073267003,38.75188253012048,1.2100337152626397e-16,-0.03637282978836645,0.03637282978836645
south_calabria,ndvi_stddev,-0.7711695540501292,0.024946769049631053,0.1708255711976054,0.7460058254107379,1.9277219787460185,10624,0.6526607073267003,38.75188253012048,1.4875894714189289e-16,0.024946769049630904,0.024946769049630904
south_calabria,large_polygon_flag,-0.056126006170276105,0.024300613185708187,0.049097180831053716,0.05239524647846421,1.9277219787460185,10624,0.6526607073267003,38.75188253012048,4.375263151232144e-18,0.024300613185708184,0.024300613185708184
south_calabria,small_candidate_flag,-0.12659124029275443,-0.017289973385715758,0.07092678629867319,0.11699071007475806,1.9277219787460185,10624,0.6526607073267003,38.75188253012048,0.0,-0.017289973385715758,0.017289973385715758
south_calabria,ndmi_iqr,-0.3308261169615922,-0.012954416401709665,0.032709434334894275,0.3018927216731248,1.9277219787460185,10624,0.6526607073267003,38.75188253012048,7.437947357094644e-17,-0.01295441640170974,0.01295441640170974
south_calabria,complex_boundary_flag,0.015730421769234556,-0.012186169407584144,-0.016855410429513218,0.01653339380731121,1.9277219787460185,10624,0.6526607073267003,38.75188253012048,1.093815787808036e-18,-0.012186169407584145,0.012186169407584145
training_all,log_area_ha,0.31391596495660273,-7.437947357094644e-17,-0.09266805065414296,0.2649973034905049,1.9277219787460185,406,0.7857138004493714,64.28571428571429,-7.437947357094644e-17,0.0,0.0
training_all,log_perimeter_m,1.002005504198885,-8.969289460025895e-17,-0.2048924171600291,0.8487333269376953,1.9277219787460185,406,0.7857138004493714,64.28571428571429,-8.969289460025895e-17,0.0,0.0
training_all,compactness_raw,0.346166038825335,-3.172065784643304e-17,-0.04007690948388264,0.2913779507181651,1.9277219787460185,406,0.7857138004493714,64.28571428571429,-3.172065784643304e-17,0.0,0.0
training_all,log_n_points,-0.22038536521428279,-1.728228944736697e-16,0.023017356461843358,0.15978585242229895,1.9277219787460185,406,0.7857138004493714,64.28571428571429,-1.728228944736697e-16,0.0,0.0
training_all,large_polygon_flag,-0.056126006170276105,4.375263151232144e-18,0.049097180831053716,0.055627347739617514,1.9277219787460185,406,0.7857138004493714,64.28571428571429,4.375263151232144e-18,0.0,0.0
training_all,small_candidate_flag,-0.12659124029275443,0.0,0.07092678629867319,0.10796244810980303,1.9277219787460185,406,0.7857138004493714,64.28571428571429,0.0,0.0,0.0
training_all,complex_boundary_flag,0.015730421769234556,1.093815787808036e-18,0.014680518761188933,0.015692968330926097,1.9277219787460185,406,0.7857138004493714,64.28571428571429,1.093815787808036e-18,0.0,0.0
training_all,log_n_observations,0.05571768113310122,1.2100337152626397e-16,0.0005291250679957393,0.04078950871121821,1.9277219787460185,406,0.7857138004493714,64.28571428571429,1.2100337152626397e-16,0.0,0.0
training_all,ndvi_median,-1.4347931104362968,8.750526302464288e-17,0.15646559757014109,1.1480699901437346,1.9277219787460185,406,0.7857138004493714,64.28571428571429,8.750526302464288e-17,0.0,0.0
training_all,ndvi_iqr,1.5554479091396838,2.275136838640715e-16,-0.13286395087317251,1.2206110055798527,1.9277219787460185,406,0.7857138004493714,64.28571428571429,2.275136838640715e-16,0.0,0.0
training_all,ndvi_stddev,-0.7711695540501292,1.4875894714189289e-16,0.07479587705539703,0.6119012871590876,1.9277219787460185,406,0.7857138004493714,64.28571428571429,1.4875894714189289e-16,0.0,0.0
training_all,evi_median,0.6872378353652027,5.687842096601788e-17,-0.1028245968948052,0.544019291698036,1.9277219787460185,406,0.7857138004493714,64.28571428571429,5.687842096601788e-17,0.0,0.0
training_all,evi_iqr,-2.029594819720897,-2.362642101665358e-16,0.24715883624520377,1.577622748570439,1.9277219787460185,406,0.7857138004493714,64.28571428571429,-2.362642101665358e-16,0.0,0.0
training_all,evi_stddev,-0.24938054213505823,1.4766513135408485e-16,0.027010379161345768,0.19251209104264022,1.9277219787460185,406,0.7857138004493714,64.28571428571429,1.4766513135408485e-16,0.0,0.0
training_all,ndmi_median,1.0608471746443235,-1.400084208394286e-16,-0.08280093598830686,0.8414223984610452,1.9277219787460185,406,0.7857138004493714,64.28571428571429,-1.400084208394286e-16,0.0,0.0
training_all,ndmi_iqr,-0.3308261169615922,7.437947357094644e-17,0.027097798375561654,0.26285518353810017,1.9277219787460185,406,0.7857138004493714,64.28571428571429,7.437947357094644e-17,0.0,0.0
training_all,ndmi_stddev,-0.9381368950849343,-3.93773683610893e-17,0.02487631661049813,0.7541205677230435,1.9277219787460185,406,0.7857138004493714,64.28571428571429,-3.93773683610893e-17,0.0,0.0
training_all,bsi_median,0.15814365557089705,1.367269734760045e-18,0.01689736322823888,0.12550451283567648,1.9277219787460185,406,0.7857138004493714,64.28571428571429,1.367269734760045e-18,0.0,0.0
training_all,bsi_iqr,1.2312237797349315,4.2877578882075013e-16,-0.09774517099708399,0.9901593963546529,1.9277219787460185,406,0.7857138004493714,64.28571428571429,4.2877578882075013e-16,0.0,0.0
training_all,bsi_stddev,1.8187351884986924,4.375263151232144e-16,-0.06232223121456067,1.4641860223977847,1.9277219787460185,406,0.7857138004493714,64.28571428571429,4.375263151232144e-16,0.0,0.0
training_negative,bsi_stddev,1.8187351884986924,-0.7425377001414758,-1.0837025090528387,1.6892460669933063,1.9277219787460185,87,0.4955525219099886,18.39080459770115,4.375263151232144e-16,-0.7425377001414762,0.7425377001414762
training_negative,ndvi_iqr,1.5554479091396838,-0.713735541559758,-0.9609225620050116,1.5913728138077194,1.9277219787460185,87,0.4955525219099886,18.39080459770115,2.275136838640715e-16,-0.7137355415597583,0.7137355415597583
training_negative,ndvi_median,-1.4347931104362968,-0.6908635070505303,-1.0433346043112264,1.5654051551119401,1.9277219787460185,87,0.4955525219099886,18.39080459770115,8.750526302464288e-17,-0.6908635070505305,0.6908635070505305
training_negative,bsi_iqr,1.2312237797349315,-0.5082841014561714,-0.8495993933762199,1.1859841975643985,1.9277219787460185,87,0.4955525219099886,18.39080459770115,4.2877578882075013e-16,-0.5082841014561719,0.5082841014561719
training_negative,ndmi_median,1.0608471746443235,0.39464628755988546,0.4491074653161541,1.1376350954031076,1.9277219787460185,87,0.4955525219099886,18.39080459770115,-1.400084208394286e-16,0.3946462875598856,0.3946462875598856
training_negative,log_perimeter_m,1.002005504198885,-0.36242183250632976,-0.5682757524449964,0.7515332540850267,1.9277219787460185,87,0.4955525219099886,18.39080459770115,-8.969289460025895e-17,-0.36242183250632964,0.36242183250632964
training_negative,ndmi_stddev,-0.9381368950849343,0.3602778516411233,0.5269814463232513,0.886699080485971,1.9277219787460185,87,0.4955525219099886,18.39080459770115,-3.93773683610893e-17,0.36027785164112336,0.36027785164112336
training_negative,evi_iqr,-2.029594819720897,-0.340773650202364,-0.19687419888773464,1.724614820239598,1.9277219787460185,87,0.4955525219099886,18.39080459770115,-2.362642101665358e-16,-0.3407736502023638,0.3407736502023638
training_negative,evi_median,0.6872378353652027,0.3283912876014677,0.3606151384479931,0.7704096223633674,1.9277219787460185,87,0.4955525219099886,18.39080459770115,5.687842096601788e-17,0.32839128760146763,0.32839128760146763
training_negative,ndvi_stddev,-0.7711695540501292,0.2980438543806066,0.42711033244430824,0.7442226444100116,1.9277219787460185,87,0.4955525219099886,18.39080459770115,1.4875894714189289e-16,0.29804385438060643,0.29804385438060643
training_negative,ndmi_iqr,-0.3308261169615922,0.13255089516321117,0.2206217856996181,0.3248965847774454,1.9277219787460185,87,0.4955525219099886,18.39080459770115,7.437947357094644e-17,0.13255089516321109,0.13255089516321109
training_negative,log_area_ha,0.31391596495660273,-0.13211469885956936,-0.2259345185083222,0.24348902385726656,1.9277219787460185,87,0.4955525219099886,18.39080459770115,-7.437947357094644e-17,-0.13211469885956928,0.13211469885956928
training_negative,bsi_median,0.15814365557089705,-0.06741180259659077,-0.07511469982948166,0.17304864544287152,1.9277219787460185,87,0.4955525219099886,18.39080459770115,1.367269734760045e-18,-0.06741180259659077,0.06741180259659077
training_negative,log_n_points,-0.22038536521428279,0.06312540910689195,0.06347724261464022,0.14358937492800347,1.9277219787460185,87,0.4955525219099886,18.39080459770115,-1.728228944736697e-16,0.06312540910689211,0.06312540910689211
training_negative,small_candidate_flag,-0.12659124029275443,-0.04509091225173381,0.07092678629867319,0.13150745647770343,1.9277219787460185,87,0.4955525219099886,18.39080459770115,0.0,-0.04509091225173381,0.04509091225173381
training_negative,evi_stddev,-0.24938054213505823,-0.04238750487049992,-0.057316197343741083,0.2044873918035929,1.9277219787460185,87,0.4955525219099886,18.39080459770115,1.4766513135408485e-16,-0.04238750487050007,0.04238750487050007
training_negative,compactness_raw,0.346166038825335,0.024905164812654923,0.03817399930739792,0.26277792838573477,1.9277219787460185,87,0.4955525219099886,18.39080459770115,-3.172065784643304e-17,0.024905164812654954,0.024905164812654954
training_negative,large_polygon_flag,-0.056126006170276105,0.01785352030220135,0.049097180831053716,0.05325274159104886,1.9277219787460185,87,0.4955525219099886,18.39080459770115,4.375263151232144e-18,0.017853520302201345,0.017853520302201345
training_negative,complex_boundary_flag,0.015730421769234556,-0.0034435784748467865,-0.016855410429513218,0.015930456501605187,1.9277219787460185,87,0.4955525219099886,18.39080459770115,1.093815787808036e-18,-0.003443578474846788,0.003443578474846788
training_negative,log_n_observations,0.05571768113310122,-0.0007722597752775459,-0.00039488402395183533,0.03470771491748258,1.9277219787460185,87,0.4955525219099886,18.39080459770115,1.2100337152626397e-16,-0.0007722597752776669,0.0007722597752776669
training_positive,bsi_stddev,1.8187351884986924,0.20251028185676673,0.17426712787316784,1.40280601023537,1.9277219787460185,319,0.864848694596476,76.8025078369906,4.375263151232144e-16,0.20251028185676628,0.20251028185676628
training_positive,ndvi_iqr,1.5554479091396838,0.19465514769811612,0.06007567246249461,1.1194941487904346,1.9277219787460185,319,0.864848694596476,76.8025078369906,2.275136838640715e-16,0.1946551476981159,0.1946551476981159
training_positive,ndvi_median,-1.4347931104362968,0.18841732010469028,0.27972125860321984,1.0342513087887693,1.9277219787460185,319,0.864848694596476,76.8025078369906,8.750526302464288e-17,0.1884173201046902,0.1884173201046902
training_positive,bsi_iqr,1.2312237797349315,0.1386229367607745,0.08606284390097695,0.9367526323883585,1.9277219787460185,319,0.864848694596476,76.8025078369906,4.2877578882075013e-16,0.13862293676077408,0.13862293676077408
training_positive,ndmi_median,1.0608471746443235,-0.10763080569815076,-0.17165928995282603,0.7606371174768463,1.9277219787460185,319,0.864848694596476,76.8025078369906,-1.400084208394286e-16,-0.10763080569815062,0.10763080569815062
training_positive,log_perimeter_m,1.002005504198885,0.09884231795627164,0.05005205380305183,0.8752424377156958,1.9277219787460185,319,0.864848694596476,76.8025078369906,-8.969289460025895e-17,0.09884231795627173,0.09884231795627173
training_positive,ndmi_stddev,-0.9381368950849343,-0.0982575959021246,-0.06837406780244515,0.7179627915149724,1.9277219787460185,319,0.864848694596476,76.8025078369906,-3.93773683610893e-17,-0.09825759590212456,0.09825759590212456
training_positive,evi_iqr,-2.029594819720897,0.09293826823700804,0.2904341037403608,1.5375340017515777,1.9277219787460185,319,0.864848694596476,76.8025078369906,-2.362642101665358e-16,0.09293826823700828,0.09293826823700828
training_positive,evi_median,0.6872378353652027,-0.08956126025494567,-0.15899870026052065,0.4822764742438547,1.9277219787460185,319,0.864848694596476,76.8025078369906,5.687842096601788e-17,-0.08956126025494572,0.08956126025494572
training_positive,ndvi_stddev,-0.7711695540501292,-0.08128468755834707,-0.0021575175368834174,0.5758136442724718,1.9277219787460185,319,0.864848694596476,76.8025078369906,1.4875894714189289e-16,-0.08128468755834722,0.08128468755834722
training_positive,ndmi_iqr,-0.3308261169615922,-0.036150244135421145,-0.008447734365116337,0.2459348013819151,1.9277219787460185,319,0.864848694596476,76.8025078369906,7.437947357094644e-17,-0.03615024413542122,0.03615024413542122
training_positive,log_area_ha,0.31391596495660273,0.036031281507155184,-0.005109255783506106,0.27086319793593344,1.9277219787460185,319,0.864848694596476,76.8025078369906,-7.437947357094644e-17,0.03603128150715526,0.03603128150715526
training_positive,bsi_median,0.15814365557089705,0.018385037071797485,0.033461837297961684,0.1125379312155324,1.9277219787460185,319,0.864848694596476,76.8025078369906,1.367269734760045e-18,0.018385037071797485,0.018385037071797485
training_positive,log_n_points,-0.22038536521428279,-0.01721602066551621,0.010421079725023152,0.16420307355710684,1.9277219787460185,319,0.864848694596476,76.8025078369906,-1.728228944736697e-16,-0.017216020665516037,0.017216020665516037
training_positive,small_candidate_flag,-0.12659124029275443,0.012297521523200133,0.07092678629867319,0.10154108219128476,1.9277219787460185,319,0.864848694596476,76.8025078369906,0.0,0.012297521523200133,0.012297521523200133
training_positive,evi_stddev,-0.24938054213505823,0.011560228601045624,0.044081022846000975,0.18924609992601676,1.9277219787460185,319,0.864848694596476,76.8025078369906,1.4766513135408485e-16,0.011560228601045476,0.011560228601045476
training_positive,compactness_raw,0.346166038825335,-0.006792317676178654,-0.061988023824682145,0.29917795680882786,1.9277219787460185,319,0.864848694596476,76.8025078369906,-3.172065784643304e-17,-0.006792317676178622,0.006792317676178622
training_positive,large_polygon_flag,-0.056126006170276105,-0.004869141900600364,0.049097180831053716,0.05627496759831806,1.9277219787460185,319,0.864848694596476,76.8025078369906,4.375263151232144e-18,-0.004869141900600368,0.004869141900600368
training_positive,complex_boundary_flag,0.015730421769234556,0.0009391577658673062,0.014680518761188933,0.0156281988298318,1.9277219787460185,319,0.864848694596476,76.8025078369906,1.093815787808036e-18,0.0009391577658673052,0.0009391577658673052
training_positive,log_n_observations,0.05571768113310122,0.00021061630234857524,0.0005291250679957393,0.042448179745873386,1.9277219787460185,319,0.864848694596476,76.8025078369906,1.2100337152626397e-16,0.00021061630234845425,0.00021061630234845425
